" soo embarassed i didn`t see the tweets i`ve been getting from kind followers. i`ll do better, i promise!!!","Soo embarassed I didn`t see the tweets I`ve been getting from kind followers.    I`ll do better, I promise!!"
 distraught,I misse
 watching the games and making some popcornss!,watching the games and making some popcornss!
 sorry,sorry
 admitting that i don`t like action plots and i do like romance plots always makes me feel like i`m setting back the feminist cause.,Admitting that I don`t like action plots and I do like romance plots always makes me feel like I`m setting back the feminist cause.
 fun,e fun
 sinned:,you have already sinned:
" _skies but gi is team edward, so i`d watch your back :p","_skies  but gi is team edward, so i`d watch your back :p"
" omg, poor jack. that happened to `s dog one time. hope he gets better soon.","OMG, POOR Jack.  That happened to  `s dog one time. Hope he gets better soon."
 pink bubble baths and champs,pink bubble baths and champs
 im contacting paws philippines so i can find 'tiger' a new owner. im so sad. i love my dog soo much,im contacting PAWS Philippines so i can find 'tiger' a new owner. im so sad. i love my dog soo much
 mothers day pak...,mothers day pak...
" i went on a disney cruise when i was a kid, but the characters were on strike so there weren`t any","I went on a Disney Cruise when I was a kid, but the characters were on strike so there weren`t any"
happy,HAPPY
 i got locked out my carrrr had to call a lock smith. - $35.00,i got locked out my carrrr  had to call a lock smith. - $35.00
" wired mag needs to seriously chill out. i just renewed barely 3 months ago, yet they`ve already sent me 5 renewal letters for next year!","Wired mag needs to seriously chill out. I just renewed barely 3 months ago, yet they`ve already sent me 5 renewal letters for next year!"
 can`t wait for tomorrow ! it`s finally over ! bittersweet for sure,Can`t wait for tomorrow ! It`s finally over ! Bittersweet for sure
 boo sux for me,o sux
 good,The Service was good
 ok- i guess it`s time to throw in the towel and head to work,Ok- I guess it`s time to throw in the towel and head to work
" just got home, talk","just got home, talk"
 i want some cookies.,I want some cookies.
 very sad,very sad
" but is on page 6 at ms twitterworld, only 26 votes","But  is on page 6 at Ms Twitterworld, only 26 votes"
 ac getting installed today,AC getting installed today
 nope. they are all sleeping cuz they live on the east coast.,nope.  they are all sleeping cuz they live on the east coast.
 enjoying,Really enjoying
 just woke up with a cat in my face haha,just woke up with a cat in my face  haha
 my door looks naked it makes my room feel bigger though.,My door looks naked   It makes my room feel bigger though.
 wish,wish
" hated it,","hated it,"
 rocked the house!,ROCKED
 funny,funny
 what happened to all your sexy quotes?,what happened to all your sexy quotes?
 hate docs,hate docs
 amusing,quite amusing
 ugly,This day is fkn UGLY & it matches my mood  unfortunatly.
 extremely excited!,Extremely excited!
 haha!,Haha!
 happy,Happy Mother`s Day
 should not drink cheap wine,Should not drink cheap wine
 happy star wars day!,Happy St
 awesome,that`s awesome of you
 well thank you.,Well thank you.
 good,good luck
 amaaazing!,the script are amaaazing!
 finally over my sickness.,finally over my sickness.
 sry,"Sry but other day tweets were MIA - twitter network glitch, but story was re: funeral mix-up, as in wrong remains delivered to ea."
 why??,why??
hope,just done planting the garden...hope sun will shine soon!
 shame,?  there`s big money to be paid
 oh no!,Oh no!
 just ordered henna! i`ll be a redhead again in a few weeks.,Just ordered henna! I`ll be a redhead again in a few weeks.
 there`s also a fairly recent (w/in past 10 years) quasi-sequel. plot not as good but v. pretty in terms of art.,There`s also a fairly recent (w/in past 10 years) quasi-sequel. Plot not as good but v. pretty in terms of art.
 what am l doing?? .....nothing much atm,what am l doing?? .....nothing much atm
 i`m always sober,sober
" we people? i`m just an amateur ark builder, no political affiliation. all are welcome","We people? I`m just an amateur Ark builder, no political affiliation. All are welcome"
 http://twitpic.com/4vw9a - lol wow i`m watching x-men: the last stand right now too,lol wow I`m watching X-men: The last Stand right now too
 spending the first night in my new place!,Spending the first night in my new place!
 sicker than i need and to have a fever.,infection
 nice,nice hair an
 on my deck... perfect weather today! not feeling good tho...,Perfect weather today! Not feeling good tho...
 awake slept in a little cuz no construction. now studying bio alllll day but i dont mind.,awake  slept in a little cuz no construction. now studying bio alllll day but i dont mind.
 excuse me ms.gomez who said you could leave,Excuse me ms.gomez who said you could leave
 great,"wow, great to know"
 totally just skid all over the road.,Totally just skid all over the road.
 sorry!!,sorry!!
 still awake.. will get some sleep i have to drive to fortuna early.. red bull will guide me,still awake.. will get some sleep i have to drive to Fortuna early.. Red Bull will guide me
 bored...,bored..
 wearing my new victoria`s secret slippers,Wearing my new Victoria`s Secret slippers
 sunburned back,Sunburned
 cubbies at an even .500. so what else is new? no matter: beat dem bums! #chicago #baseball,Cubbies at an even .500. So what else is new?  No matter: Beat dem Bums! #chicago #baseball
 good luck,Good luck
 i crochet laura. simple stitches...i can make a mean afgan!,I crochet Laura. Simple stitches...I can make a mean afgan!
 fun.,fun.
 lucky.,lucky.
 great,"have a great time in the Hamptons. Hope it`s for some relaxation, not for work"
 as do i leopold says hello.,As do I  Leopold says hello.
 having problems,Having Problems
 creativity,believes
 how fun!,fun!
" @_shutupandsmile ow .. we go back to your last avatar, is that your boyfriend who lying on bed? i see it!","@_shutupandsmile ow  .. we go back to your last avatar, Is that your boyfriend who lying on bed?  i see it!"
 crawling back into bed...because i can,Crawling back into bed...because I can
 ye it is not fare on me,ye it is not fare on me
 i love you,. I Love YOU
 starting tm alex and i are doing a whole week of no going out and spending money that we dont have.,starting tm alex and i are doing a whole week of no going out and spending money that we dont have.
 sadly,sadly awake.
 my friend and i have a request that you play nothing sir when you hit perth on tues. from jazz and charni,My friend and I have a request that you play Nothing Sir when you hit Perth on Tues. From Jazz and Charni
 i totally do not know how ticketless travel works,i totally do not know how ticketless travel works
 hate,i hate
 really! no even a little bit of #pane,Really! No even a little bit of #pane
 oh **** that sucks,sucks
" is at panera eating a bacon, egg and cheese with a coffee!","Is at Panera eating a bacon, egg and cheese with a coffee!"
 lovely,Lovely
" _jodie um, i was thrown from `s van yesterday and had to be taken to the er","Um, I was thrown from `s van yesterday and had to be taken to the ER"
 badly,yeps...just for today though  I badly wanted to do some geek-shopping...
" i`ve got sunburnt knees... it`s funny now, but i bet they`ll sting later had a fab day though x","I`ve got sunburnt knees... it`s funny now, but I bet they`ll sting later   Had a fab day though"
 not working in my office,aircon not working in my office
 boring day t`day....nothing to dooo. college tmro...how ****`,Boring
 stupid,those pages are expensive!   Stupid organizing collection
 nice,Thank God for Mommies!
 i love you.,i love you.
 boo,boo
 is definitely working sunday afternoon to late evening,Is definitely working sunday afternoon to late evening
 i only have 2 more seasons of x-files to watch,I only have 2 more seasons of X-Files to watch
 fun again!,s are fun again!
 i know... just when i was starting to think this break-up was gonna have me up all night tossin and turnin.. no ma`am!,I know... just when I was starting to think this break-up was gonna have me up all night tossin and turnin.. no ma`am!
 happy,lucky
 thanks,Thanks
" sucks,","sucks,"
 watching ace of cakes,Watching Ace of Cakes
 happy,happy
 troubles,troubles
 threee words . . . youtube bamboozle show,Threee WORDS . . . YOUTUBE BAMBOOZLE SHOW
 sad..,im kind of sad..
 glad,a I`m so glad
 good.,life is good.
 hate,I HATE FLORISTS  No rose for cassadee tomorrow now =/ fricken **** florist people ={ hmm..need something else...hmm...
 fun,fun
" well, the requirements are quite high as well","well, the requirements are quite high as well"
 poor `s mom just told her she looked like a ****.,looked like a ****.
 dont believe,we dont believe
 denial can be very powerful,denial can be very powerful
" wow.... i thought we`d only be gaming for 8 hours but here i am 13 hours later seeing the last person out. <_< long session, but fun.","Wow.... I thought we`d only be gaming for 8 hours but here I am 13 hours later seeing the last person out. <_< Long session, but fun."
 positive affirmation now back to the japanese yay,positive
 you should tour!! *lol* i live all the way out in tennessee! :-p jk. how would you do that?,YOU SHOULD TOUR!! *lol* I live all the way out in Tennessee! :-P jk. How would you do that?
" is laying in bed, wishing i could meet kellan lutz.... haha im a nerd...dream on","is laying in bed, wishing i could meet Kellan Lutz.... haha im a nerd...dream on"
 sweet.,as pretty sweet.
 mtv movie awards. go vote! stat,MTV Movie Awards. Go vote! STAT
 wtf,AHHHHHHHH omg Pridelines got talent is giving me a headache!!
 harder work though but can`t imagine harder than i do now.,Harder
 he`s pretty cute.,cute.
" 10 yrs ago, on a night like this..id have been drinking with co workers, then went home got cleaned up and went clubbing..","10 yrs ago, on a night like this..id have been drinking with co workers, then went home got cleaned up and went clubbing.."
